title,collected_date,published_date,tags,image_urls,urls,article_url
"Mortes de Bruno e Dom não são fatos isolados, diz indigenista da Funai",2026-05-20 07:38:45,Publicado em: 23/06/2022 às 20:20,"


                                            Bruno Pereira                                        



                                            Dom Phillips                                        



                                            fatos isolados                                        



                                            funai                                        



                                            indigenista                                        

","[""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%20675'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2025/09/vereador-sargento-salazar_foto-eder-franca-dicom.jpg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201535%201024'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/Made-In-Amazon2.jpeg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201000%20616'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/Frias.jpg']","['https://www12.senado.leg.br/noticias/materias/2022/06/22/representantes-indigenas-reafirmam-que-mortes-de-bruno-e-dom-nao-foram-fato-isolado', 'https://bncamazonas.com.br/poder/salazar-perde-mais-uma-para-david-almeida-na-justica-eleitoral/', 'https://bncamazonas.com.br/poder/salazar-perde-mais-uma-para-david-almeida-na-justica-eleitoral/', 'https://bncamazonas.com.br/municipios/made-in-amazon-2/', 'https://bncamazonas.com.br/municipios/made-in-amazon-2/', 'https://bncamazonas.com.br/rapidinhas/deputado-4/', 'https://bncamazonas.com.br/rapidinhas/deputado-4/', 'https://bncamazonas.com.br/ta_na_midia/bruno-acusou-funai-perseguicao-politica-anti-indigena/']",https://bncamazonas.com.br/municipios/mortes-de-bruno-e-dom-nao-sao-fatos-isolados-diz-indigenista-da-funai/
O Sputnik e os paradoxos da modernidade,2026-05-20 07:38:49,Publicado em: 18/06/2022 às 00:01,"


                                            A condição Humana                                        



                                            Anthony Giddens                                        



                                            ciência                                        



                                            desintegração do átomo                                        



                                            Hannah Arendt                                        



                                            humanidade                                        



                                            lua                                        



                                            Milton Santos                                        



                                            modernidade                                        



                                            Repúblicas Soviéticas                                        



                                            sputnik                                        



                                            tecnologia                                        



                                            URSS                                        

","[""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201024%20683'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-19-at-13.43.12.jpeg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%20700'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/A-vulgaridade.jpg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201920%20780'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/amazonia-crimes-faccao.jpg']","['https://bncamazonas.com.br/municipios/amazonas-chega-a-27a-marcha-a-brasilia-com-38-dos-62-prefeitos/', 'https://bncamazonas.com.br/municipios/amazonas-chega-a-27a-marcha-a-brasilia-com-38-dos-62-prefeitos/', 'https://bncamazonas.com.br/imperio-da-a-vulgaridade/', 'https://bncamazonas.com.br/imperio-da-a-vulgaridade/', 'https://bncamazonas.com.br/municipios/amazonia-governo-lula-lanca-plano-para-conter-avanco-das-faccoes/', 'https://bncamazonas.com.br/municipios/amazonia-governo-lula-lanca-plano-para-conter-avanco-das-faccoes/']",https://bncamazonas.com.br/o-sputnik-e-os-paradoxos-da-modernidade/
Senado confirma ida de comissão ao Vale do Javari (AM),2026-05-20 07:38:53,Publicado em: 13/06/2022 às 22:48,,"[""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%20675'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2025/09/vereador-sargento-salazar_foto-eder-franca-dicom.jpg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201535%201024'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/Made-In-Amazon2.jpeg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201000%20616'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/Frias.jpg']","['https://bncamazonas.com.br/ta_na_midia/unijava-diz-que-outra-possivel-embarcacao-de-pelado-foi-encontrada/', 'https://www.gov.br/funai/pt-br', 'https://bncamazonas.com.br/poder/salazar-perde-mais-uma-para-david-almeida-na-justica-eleitoral/', 'https://bncamazonas.com.br/poder/salazar-perde-mais-uma-para-david-almeida-na-justica-eleitoral/', 'https://bncamazonas.com.br/municipios/made-in-amazon-2/', 'https://bncamazonas.com.br/municipios/made-in-amazon-2/', 'https://bncamazonas.com.br/rapidinhas/deputado-4/', 'https://bncamazonas.com.br/rapidinhas/deputado-4/', 'https://bncamazonas.com.br/ta_na_midia/vale-do-javari/', 'https://bncamazonas.com.br/rapidinhas/pf-nao-confirma-que-corpos-sejam-de-desaparecidos-no-vale-do-javari/', 'https://bncamazonas.com.br/ta_na_midia/servidor-denunciou-ataque-a-tiros-contra-agentes-da-funai-no-am/', 'https://bncamazonas.com.br/poder/senadores-2/']",https://bncamazonas.com.br/poder/senado-comissao-vale-javari-am/
Força Nacional vai ao Amazonas para combate a crimes ambientais,2026-05-20 07:38:55,Publicado em: 10/06/2022 às 18:13,"


                                            amazonas                                        



                                            Bruno Pereira                                        



                                            Dom Phillips                                        



                                            força nacional                                        



                                            Operação Arpão                                        

","[""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%20675'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2025/09/vereador-sargento-salazar_foto-eder-franca-dicom.jpg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201535%201024'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/Made-In-Amazon2.jpeg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201000%20616'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/Frias.jpg']","['https://bncamazonas.com.br/poder/salazar-perde-mais-uma-para-david-almeida-na-justica-eleitoral/', 'https://bncamazonas.com.br/poder/salazar-perde-mais-uma-para-david-almeida-na-justica-eleitoral/', 'https://bncamazonas.com.br/municipios/made-in-amazon-2/', 'https://bncamazonas.com.br/municipios/made-in-amazon-2/', 'https://bncamazonas.com.br/rapidinhas/deputado-4/', 'https://bncamazonas.com.br/rapidinhas/deputado-4/', 'https://agenciabrasil.ebc.com.br/geral/noticia/2022-06/portaria-autoriza-atuacao-da-forca-nacional-no-amazonas', 'https://bncamazonas.com.br/municipios/forca-nacional-vem-ao-am-em-acoes-especiais-contra-o-narcotrafico/', 'https://bncamazonas.com.br/rapidinhas/para-politicos-do-vale-do-javari-bruno-e-dom-ja-estao-mortos/']",https://bncamazonas.com.br/municipios/forca-nacional-vai-ao-amazonas-para-combate-a-crimes-ambientais/
Jornalista e servidor do governo não são achados e podem estar mortos,2026-05-20 07:38:57,Publicado em: 08/06/2022 às 10:40,"


                                            amazonas                                        



                                            Amazônia                                        



                                            assassinados                                        



                                            autoridades                                        



                                            BNC                                        



                                            bnc amazonas                                        



                                            conhecedores                                        



                                            estrangeiro                                        



                                            funai                                        



                                            jornalista                                        



                                            mortos                                        



                                            possibilidade                                        



                                            região                                        



                                            servidor                                        



                                            vale do javari                                        

","[""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%20675'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2025/09/vereador-sargento-salazar_foto-eder-franca-dicom.jpg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201535%201024'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/Made-In-Amazon2.jpeg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201000%20616'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/Frias.jpg']","['https://bncamazonas.com.br/poder/salazar-perde-mais-uma-para-david-almeida-na-justica-eleitoral/', 'https://bncamazonas.com.br/poder/salazar-perde-mais-uma-para-david-almeida-na-justica-eleitoral/', 'https://bncamazonas.com.br/municipios/made-in-amazon-2/', 'https://bncamazonas.com.br/municipios/made-in-amazon-2/', 'https://bncamazonas.com.br/rapidinhas/deputado-4/', 'https://bncamazonas.com.br/rapidinhas/deputado-4/', 'https://bncamazonas.com.br/poder/bolsonaro-e-acusado-de-tratar-com-descaso-sumico-de-jornalista-e-indigenista/', 'https://bncamazonas.com.br/rapidinhas/buscas-no-vale-do-javari-nao-podem-policiais-diz-ex-chefe-funai/', 'https://bncamazonas.com.br/ta_na_midia/bolsonaro-e-indigenista/', 'https://www.cartacapital.com.br/politica/bolsonaro-diz-que-indigenista-e-reporter-podem-ter-sido-mortos-e-cita-aventura/', 'https://bncamazonas.com.br/municipios/mpf-am-manda-missao-verificar-situacao-indigena-no-vale-do-javari/', 'https://bncamazonas.com.br/poder/deputados-funai-fogo-indios/']",https://bncamazonas.com.br/municipios/jornalista-e-servidor-do-governo-nao-sao-achados-e-podem-estar-mortos/
Reunião com Moraes deixa bancada otimista por vitória da ZFM,2026-05-20 07:39:00,Publicado em: 03/05/2022 às 20:54,"


                                            adi                                        



                                            ADIN                                        



                                            alexandre                                        



                                            amazonas                                        



                                            bancada                                        



                                            ipi                                        



                                            ministro                                        



                                            moraes                                        



                                            otimista                                        



                                            stf                                        



                                            ZFM                                        



                                            zona franca de manaus                                        

","['data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAABAAAAAMAAQAAAACSwSigAAAAAnRSTlMAAHaTzTgAAAB2SURBVHja7cEBAQAAAIIg/69uSEABAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAADvBoMPAAHlAN1UAAAAAElFTkSuQmCC', 'https://cdn.bncamazonas.com.br/wp-content/uploads/2025/10/Crianca_clima.webp', 'data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAABLAAAAMgAQAAAAAbm6avAAAAAnRSTlMAAHaTzTgAAACMSURBVHja7cExAQAAAMKg9U9tB2+gAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAPgPX7wABGnGBnwAAAABJRU5ErkJggg==', 'https://cdn.bncamazonas.com.br/wp-content/uploads/2025/08/Barreirinha-foto-CAPA-1.jpg', 'data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAABLAAAAMgAQAAAAAbm6avAAAAAnRSTlMAAHaTzTgAAACMSURBVHja7cExAQAAAMKg9U9tB2+gAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAPgPX7wABGnGBnwAAAABJRU5ErkJggg==', 'https://cdn.bncamazonas.com.br/wp-content/uploads/2025/08/ato-contra-obstrucao-no-congresso_foto-valter-campanato-agencia-brasil-e1754570837912.jpg']","['https://www.solidariedade.org.br/', 'https://bncamazonas.com.br/ta_na_midia/criancas-2/', 'https://bncamazonas.com.br/ta_na_midia/criancas-2/', 'https://bncamazonas.com.br/bnc_play/noite-historica-para-barreirinha-em-manaus/', 'https://bncamazonas.com.br/bnc_play/noite-historica-para-barreirinha-em-manaus/', 'https://bncamazonas.com.br/poder/manifestantes-protestam-contra-anistia-a-bolsonaro-e-seus-golpistas-na-camara/', 'https://bncamazonas.com.br/poder/manifestantes-protestam-contra-anistia-a-bolsonaro-e-seus-golpistas-na-camara/', 'https://bncamazonas.com.br/poder/bancada-amazonas-defesa-zfm-moraes/', 'https://bncamazonas.com.br/poder/alvo-de-bolsonaro-moraes-vira-esperanca-do-am-para-salvar-zfm/', 'https://bncamazonas.com.br/poder/ramos-otimista-audiencia-moraes-relator-adi-stf/']",https://bncamazonas.com.br/poder/moraes-bancada-otimista-zfm/
Augusto Aras se queixa de uso das redes para ‘destruir reputações’,2026-05-20 07:39:02,Publicado em: 26/04/2022 às 16:16,"


                                            Augusto Aras                                        



                                            casos de corrupção                                        



                                            chefe da PGR                                        



                                            desabafou                                        



                                            em braga                                        



                                            portugal                                        



                                            redes sociais                                        

","[""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%20800'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/03/HIstoria-do-Charango-no-toadas.jpg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201280%20680'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-19-at-20.26.39-2.jpeg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201342%20784'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/PL_Alberto-Neto_bolsonarista.jpeg']","['https://bncamazonas.com.br/bnc_play/em-noite-de-charangos-toadas-conta-historia-do-instrumento-no-boi-bumba/', 'https://bncamazonas.com.br/bnc_play/em-noite-de-charangos-toadas-conta-historia-do-instrumento-no-boi-bumba/', 'https://bncamazonas.com.br/poder/prefeitos-do-amazonas-apresentam-demandas-urgentes-a-bancada-federal/', 'https://bncamazonas.com.br/poder/prefeitos-do-amazonas-apresentam-demandas-urgentes-a-bancada-federal/', 'https://bncamazonas.com.br/poder/alberto-neto-6/', 'https://bncamazonas.com.br/poder/alberto-neto-6/', 'https://bncamazonas.com.br/ta_na_midia/ei-vamos-la-procurador-fazer-seu-trabalho-cobranca-a-aras-em-paris/', 'https://veja.abril.com.br/coluna/radar/o-desabafo-de-augusto-aras-sobre-uso-das-redes-para-destruir-reputacoes/']",https://bncamazonas.com.br/ta_na_midia/augusto-aras-se-queixa-de-uso-das-redes-para-destruir-reputacoes/
"Sem três assinaturas, CPI do MEC ‘faz água’ e pode não sair do papel",2026-05-20 07:39:06,Publicado em: 11/04/2022 às 19:28,,"[""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201024%20768'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2025/10/Crianca_clima.webp', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%20800'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2025/08/Barreirinha-foto-CAPA-1.jpg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%20800'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2025/08/ato-contra-obstrucao-no-congresso_foto-valter-campanato-agencia-brasil-e1754570837912.jpg']","['https://bncamazonas.com.br/ta_na_midia/criancas-2/', 'https://bncamazonas.com.br/ta_na_midia/criancas-2/', 'https://bncamazonas.com.br/bnc_play/noite-historica-para-barreirinha-em-manaus/', 'https://bncamazonas.com.br/bnc_play/noite-historica-para-barreirinha-em-manaus/', 'https://bncamazonas.com.br/poder/manifestantes-protestam-contra-anistia-a-bolsonaro-e-seus-golpistas-na-camara/', 'https://bncamazonas.com.br/poder/manifestantes-protestam-contra-anistia-a-bolsonaro-e-seus-golpistas-na-camara/', 'https://bncamazonas.com.br/ta_na_midia/se-cpi-mec-cair-senadores-tem-plano-b/', 'https://bncamazonas.com.br/ta_na_midia/governo-bolsonaro-busca-derrubar-abertura-da-cpi-do-mec/']",https://bncamazonas.com.br/poder/sem-tres-assinaturas-cpi-mec-pode-nao-sair-papel/
Estão matando os jovens sob a indiferença dos governantes,2026-05-20 07:39:08,Publicado em: 05/04/2022 às 12:36,"


                                            Artigo                                        



                                            BNC                                        



                                            bnc amazonas                                        



                                            governantes                                        



                                            indiferença                                        



                                            jovens                                        



                                            lucio carril                                        



                                            morte                                        



                                            Opinião                                        

","[""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%20800'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/04/ChatGPT-Image-23-de-abr.-de-2026-10_07_07.jpg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%20655'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/04/Gemini_Generated_Image_dj7umhdj7umhdj7u.jpg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%20800'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/04/ChatGPT-Image-8-de-abr.-de-2026-12_20_07.jpg']","['https://bncamazonas.com.br/a-arte-e-a-necessaria-resistencia-dos-artistas-a-extrema-direita/', 'https://bncamazonas.com.br/a-arte-e-a-necessaria-resistencia-dos-artistas-a-extrema-direita/', 'https://bncamazonas.com.br/nao-existe-bolsonarismo/', 'https://bncamazonas.com.br/nao-existe-bolsonarismo/', 'https://bncamazonas.com.br/desvio-de-responsabilidade-do-eleitor/', 'https://bncamazonas.com.br/desvio-de-responsabilidade-do-eleitor/']",https://bncamazonas.com.br/estao-matando-os-jovens-sob-a-indiferenca-dos-governantes/
"Manaus, uma cidade doente (parte 2)",2026-05-20 07:39:09,Publicado em: 12/02/2022 às 07:20,"


                                            cidade doente                                        



                                            hanseníase                                        



                                            Igreja Luterana                                        



                                            Igreja Mundial do Poder de Deus                                        



                                            Igreja Presbiteriana do Brasil                                        



                                            igrejas evangélicas                                        



                                            Manaus                                        



                                            neopentecostalismo                                        



                                            omeam                                        



                                            Ordem dos Ministros Evangélicos                                        



                                            pentecostais e neopentecostais                                        



                                            tradicionais-históricas                                        



                                            tuberculose                                        



                                            universal                                        

","[""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%20799'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/EB22F0CF-3E3C-465D-8A15-2BFB59D76F3F.jpg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%20700'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/Flavio-definitiva.jpeg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%20700'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/04/Neuton-Correa-e-Gabigol.jpeg']","['https://bncamazonas.com.br/manaus-uma-cidade-doente-parte-1/', 'https://bncamazonas.com.br/cinco-anos-de-coluna-no-bnc-amazonas/', 'https://bncamazonas.com.br/cinco-anos-de-coluna-no-bnc-amazonas/', 'https://bncamazonas.com.br/flavio-bolsonaro-ou-apenas-flavio/', 'https://bncamazonas.com.br/flavio-bolsonaro-ou-apenas-flavio/', 'https://bncamazonas.com.br/gabigol-liberdade-e-o-adeus/', 'https://bncamazonas.com.br/gabigol-liberdade-e-o-adeus/']",https://bncamazonas.com.br/manaus-uma-cidade-doente-parte-2/
"No rumo da audiência de custódia, três são fuzilados em carro da polícia",2026-05-20 07:39:19,Publicado em: 06/01/2022 às 17:26,"


                                            Amazônia                                        



                                            audiência                                        



                                            facção criminosa                                        



                                            fórum                                        



                                            fuzilados                                        



                                            narcotráfico                                        



                                            polícia civil                                        



                                            rumo                                        



                                            TJ-AM                                        

","[""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201024%20683'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/WhatsApp-Image-2026-05-19-at-13.43.12.jpeg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201920%20780'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/amazonia-crimes-faccao.jpg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201080%20720'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2025/11/zfmm.jpg']","['https://bncamazonas.com.br/municipios/amazonas-chega-a-27a-marcha-a-brasilia-com-38-dos-62-prefeitos/', 'https://bncamazonas.com.br/municipios/amazonas-chega-a-27a-marcha-a-brasilia-com-38-dos-62-prefeitos/', 'https://bncamazonas.com.br/municipios/amazonia-governo-lula-lanca-plano-para-conter-avanco-das-faccoes/', 'https://bncamazonas.com.br/municipios/amazonia-governo-lula-lanca-plano-para-conter-avanco-das-faccoes/', 'https://bncamazonas.com.br/municipios/manaus-planeja-expansao-industrial-para-chegada-de-novas-fabricas-a-zfm/', 'https://bncamazonas.com.br/municipios/manaus-planeja-expansao-industrial-para-chegada-de-novas-fabricas-a-zfm/', 'https://bncamazonas.com.br/municipios/viatura-da-policia-fuzilada-policial-manaus/']",https://bncamazonas.com.br/municipios/rumo-audiencia-fuzilados-policia/
O desafio de achar soluções eficientes e sustentáveis no crescimento das cidades,2026-05-20 07:39:23,Publicado em: 22/12/2021 às 09:13,"


                                            área rural                                        



                                            Artigo                                        



                                            BNC                                        



                                            bnc amazonas                                        



                                            cidades                                        



                                            crescimento                                        



                                            desafio                                        



                                            eficientes                                        



                                            expansão                                        



                                            Marcellus Campêlo                                        



                                            Opinião                                        



                                            população                                        



                                            sustentáveis                                        



                                            urbana                                        

","[""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201024%20683'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/04/Lixeira.jpeg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201536%201101'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/04/WhatsApp-Image-2026-04-15-at-12.11.08-1.jpeg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%20800'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/04/WhatsApp-Image-2026-04-08-at-10.03.49.jpeg']","['https://bncamazonas.com.br/lixoes/', 'https://bncamazonas.com.br/lixoes/', 'https://bncamazonas.com.br/arte-que-transforma-um-compromisso-com-o-presente-e-o-futuro-do-amazonas/', 'https://bncamazonas.com.br/arte-que-transforma-um-compromisso-com-o-presente-e-o-futuro-do-amazonas/', 'https://bncamazonas.com.br/casa-propria-a-base-de-tudo-para-as-familias/', 'https://bncamazonas.com.br/casa-propria-a-base-de-tudo-para-as-familias/']",https://bncamazonas.com.br/o-desafio-de-achar-solucoes-eficientes-e-sustentaveis-no-crescimento-das-cidades/
"Em Autazes, Auxílio Estadual chega para quase 4 mil famílias",2026-05-20 07:39:25,Publicado em: 19/12/2021 às 12:16,"


                                            Andreson Cavalcante                                        



                                            autazes                                        



                                            auxílio estadual                                        



                                            bnc amazonas                                        



                                            Cartão                                        



                                            famílias                                        



                                            governador                                        



                                            governo                                        



                                            município                                        



                                            prato                                        



                                            restaurante                                        



                                            Wilson lima                                        

","[""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%20675'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2025/09/vereador-sargento-salazar_foto-eder-franca-dicom.jpg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201535%201024'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/Made-In-Amazon2.jpeg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201000%20616'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/Frias.jpg']","['http://www.amazonas.am.gov.br/2021/12/wilson-lima-inicia-entrega-do-auxilio-estadual-em-autazes-e-beneficio-chega-aos-62-municipios/', 'https://bncamazonas.com.br/poder/salazar-perde-mais-uma-para-david-almeida-na-justica-eleitoral/', 'https://bncamazonas.com.br/poder/salazar-perde-mais-uma-para-david-almeida-na-justica-eleitoral/', 'https://bncamazonas.com.br/municipios/made-in-amazon-2/', 'https://bncamazonas.com.br/municipios/made-in-amazon-2/', 'https://bncamazonas.com.br/rapidinhas/deputado-4/', 'https://bncamazonas.com.br/rapidinhas/deputado-4/', 'https://bncamazonas.com.br/municipios/mourao-diz-que-narcotrafico-pode-ser-o-apoio-de-garimpeiros-no-am/']",https://bncamazonas.com.br/municipios/em-autazes-auxilio-estadual-familias/
Governo Bolsonaro prorroga uso da Força Nacional de Segurança no AM,2026-05-20 07:39:29,Publicado em: 03/12/2021 às 17:41,"


                                            amazonas                                        



                                            bnc amazonas                                        



                                            força nacional                                        



                                            ministério da justiça e segurança pública                                        



                                            Operação Arpão                                        



                                            segurança pública                                        

","[""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201200%20675'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2025/09/vereador-sargento-salazar_foto-eder-franca-dicom.jpg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201535%201024'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/Made-In-Amazon2.jpeg', ""data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20viewBox='0%200%201000%20616'%3E%3C/svg%3E"", 'https://cdn.bncamazonas.com.br/wp-content/uploads/2026/05/Frias.jpg']","['https://bncamazonas.com.br/poder/salazar-perde-mais-uma-para-david-almeida-na-justica-eleitoral/', 'https://bncamazonas.com.br/poder/salazar-perde-mais-uma-para-david-almeida-na-justica-eleitoral/', 'https://bncamazonas.com.br/municipios/made-in-amazon-2/', 'https://bncamazonas.com.br/municipios/made-in-amazon-2/', 'https://bncamazonas.com.br/rapidinhas/deputado-4/', 'https://bncamazonas.com.br/rapidinhas/deputado-4/', 'https://bncamazonas.com.br/poder/ministerio-justica-doa-armamento-reforcar-seguranca-am/']",https://bncamazonas.com.br/poder/governo-bolsonaro-prorroga-forca-nacional-seguranca-am/
